Value,S,K,tau,r,BS
14.07756217,447.3553842,445,0.317460317,0.03003,Under
13.96933113,447.1399062,435,0.067460317,0.03034,Under
6.500003051,430.63871889999996,440,0.28968254,0.03178,Over
1.375,434.0357221,460,0.305555556,0.02962,Over
23.9571555,440.00241669999997,420,0.182539683,0.02962,Under
3.8750000030000002,436.2317107,445,0.198412698,0.02962,Over
24.02268183,439.76400010000003,420,0.17857142899999998,0.03013,Under
42.44902161,445.04224000000005,405,0.146825397,0.03003,Under
4.065000003,432.8664657,445,0.25,0.03003,Over
5.754999999,445.12872319999997,460,0.341269841,0.02982,Over
16.260894,447.32041430000004,445,0.36111111100000004,0.03013,Under
18.80810706,435.11447360000005,425,0.30952381,0.02962,Under
23.19634453,447.5142016,425,0.031746032,0.02982,Under
2.5050064219999997,441.8434249,445,0.067460317,0.03023,Over
8.380000004,435.11447360000005,440,0.30952381,0.02962,Over
0.5050002370000001,443.91143939999995,470,0.16269841300000001,0.03065,Over
6.375000032999999,440.5976748,440,0.09126984099999999,0.03023,Under
24.28000147,447.58002360000006,425,0.08730158699999999,0.02982,Under
15.56661949,449.3678772,440,0.198412698,0.02951,Under
0.255000006,442.52536610000004,480,0.261904762,0.029930000000000002,Over
33.17977647,442.490015,410,0.04365079400000001,0.02962,Under
0.125000495,448.21839349999993,500,0.30952381,0.02951,Over
4.315003906,429.31429239999994,435,0.150793651,0.03085,Over
2.255006842,444.49643710000004,470,0.337301587,0.02982,Over
42.248112,427.60470039999996,390,0.261904762,0.03085,Under
18.25708967,445.25269000000003,435,0.27777777800000003,0.02962,Under
4.315000003,431.6238983,450,0.341269841,0.03013,Over
18.22385664,447.35069919999995,435,0.194444444,0.02962,Under
19.80087232,426.0250065,415,0.281746032,0.03188,Under
5.965660217000001,429.12677869999993,425,0.027777778,0.03126,Under
3.125001375,436.8680998,440,0.09126984099999999,0.02972,Over
44.38963558,445.06635589999996,405,0.265873016,0.02982,Under
15.49202133,438.2392193,425,0.095238095,0.03013,Under
9.250000002,439.45121789999996,440,0.19047619,0.02972,Under
0.18500000100000003,427.60470039999996,475,0.261904762,0.03085,Over
3.5050001180000003,444.49643710000004,465,0.337301587,0.02982,Over
56.10644635,432.4600703,380,0.253968254,0.03044,Under
23.44888371,447.1399062,425,0.067460317,0.03034,Under
9.130000003,431.0203943,435,0.28571428600000004,0.03168,Over
42.90047859,447.3553842,410,0.317460317,0.03003,Under
28.67779543,430.93764050000004,410,0.345238095,0.030539999999999998,Under
14.86545424,442.18271380000004,435,0.25,0.029930000000000002,Over
8.644881088,450.3992978,445,0.067460317,0.03003,Under
45.72102336,446.2002336,405,0.281746032,0.02962,Under
46.527223799999994,449.5572368,405,0.11904761900000001,0.03044,Under
4.815004423,428.04221900000005,435,0.17063492100000002,0.03188,Over
20.03411396,433.7343048,420,0.202380952,0.03003,Under
28.84702723,451.5328956,430,0.28571428600000004,0.03065,Under
1.940000842,446.7189744,460,0.166666667,0.02962,Over
26.4565375,438.453825,420,0.301587302,0.02972,Under
42.68633328,447.4149994,410,0.261904762,0.030539999999999998,Under
33.2490596,433.86386380000005,405,0.206349206,0.03013,Under
37.42602828,441.3800698,405,0.071428571,0.02962,Under
0.19,431.2968119,460,0.146825397,0.03065,Over
6.55619229,448.4573061000001,445,0.05952381,0.02962,Over
37.45475611,441.3040754,405,0.071428571,0.03013,Under
12.22010587,439.178772,435,0.198412698,0.03023,Under
36.579012,444.35872580000006,415,0.345238095,0.03003,Under
1.255,426.0250065,455,0.281746032,0.03188,Over
0.690000189,445.84722130000006,475,0.23412698399999998,0.03003,Over
5.75000779,446.2002336,455,0.281746032,0.02962,Over
0.440011754,455.326664,470,0.04365079400000001,0.03065,Under
10.414174699999998,437.48868569999996,430,0.08730158699999999,0.02962,Over
10.75,436.9585304,440,0.333333333,0.03023,Under
28.90349002,440.41926680000006,415,0.17857142899999998,0.03023,Under
5.379999998,448.68810920000004,460,0.25,0.03013,Over
26.84158108,446.72307429999995,430,0.369047619,0.03044,Under
0.155000085,440.00241669999997,470,0.182539683,0.02962,Over
32.20847843,432.88543710000005,405,0.226190476,0.030539999999999998,Under
9.176991833999999,447.41463110000007,440,0.04365079400000001,0.02982,Under
17.48080092,452.7339419,445,0.27777777800000003,0.03044,Under
16.8524962,427.7623364,420,0.265873016,0.031160000000000004,Under
16.39937635,431.372871,425,0.333333333,0.03034,Under
0.7800000009999999,434.75767740000003,450,0.095238095,0.03003,Over
9.250000004,442.52536610000004,445,0.261904762,0.029930000000000002,Over
2.005000006,438.8067653,445,0.099206349,0.03013,Over
6.75500001,445.3200266,450,0.21825396800000002,0.029930000000000002,Over
21.73861311,448.21839349999993,435,0.30952381,0.02951,Under
0.5650012560000001,433.91340080000003,460,0.23809523800000001,0.030539999999999998,Over
33.39037468,447.7306202,420,0.257936508,0.03044,Under
0.565000068,433.6838125,450,0.12301587300000001,0.030539999999999998,Over
59.82516913,430.63871889999996,375,0.28968254,0.03178,Under
31.58071599,444.3357398,420,0.329365079,0.029930000000000002,Under
30.79750432,433.6838125,405,0.12301587300000001,0.030539999999999998,Under
3.190000005,432.63329580000004,445,0.182539683,0.03147,Over
0.190000152,431.372871,475,0.333333333,0.03034,Over
0.905005565,441.8434249,450,0.067460317,0.03023,Over
0.845000005,443.91143939999995,465,0.16269841300000001,0.03065,Over
11.625,444.8352466,450,0.384920635,0.03034,Under
33.93535895,447.3553842,420,0.317460317,0.03003,Under
16.5471951,445.4717879,430,0.03968254,0.029930000000000002,Under
0.970000002,451.40691,455,0.015873016,0.030539999999999998,Over
35.78166867,444.3357398,415,0.329365079,0.029930000000000002,Under
37.04046543,432.4600703,400,0.253968254,0.03044,Under
0.255000028,446.2002336,480,0.281746032,0.02962,Over
3.190000125,439.08120260000004,460,0.293650794,0.02962,Over
0.28500360199999997,430.34669969999993,470,0.222222222,0.02951,Over
3.8750000260000004,447.68234,450,0.079365079,0.029930000000000002,Over
1.315000001,431.28461560000005,455,0.23015873,0.02972,Over
0.845000002,448.0366937,470,0.134920635,0.03034,Over
19.66488124,444.49643710000004,435,0.337301587,0.02982,Under
1.375,443.7288522,470,0.30952381,0.03034,Over
25.22188776,446.7189744,425,0.166666667,0.02962,Under
15.38414621,446.72307429999995,445,0.369047619,0.03044,Under
0.31500990100000004,448.0150228,475,0.17063492100000002,0.03003,Over
13.01669891,438.43450369999994,435,0.293650794,0.02962,Over
9.224797666,447.16634510000006,445,0.17063492100000002,0.02962,Over
20.13269659,438.2392193,420,0.095238095,0.03013,Under
3.815000009,435.75142900000003,450,0.317460317,0.03013,Over
21.43032633,448.91484,430,0.107142857,0.03023,Under
10.8530027,445.04224000000005,440,0.146825397,0.03003,Under
16.05588371,445.7165114,435,0.166666667,0.02972,Under
0.280000064,442.490015,455,0.04365079400000001,0.02962,Over
2.815000227,445.03455539999993,465,0.253968254,0.03044,Over
4.690001226000001,449.5572368,455,0.11904761900000001,0.03044,Under
0.47000005,448.0366937,475,0.134920635,0.03034,Over
0.440005256,432.4007399,460,0.23412698399999998,0.030539999999999998,Over
29.64404469,431.96364810000006,405,0.11904761900000001,0.02972,Under
13.81183171,437.340595,430,0.21031746,0.03013,Over
3.0050048389999997,434.6381069,435,0.035714286,0.03168,Over
1.624999997,429.5789579,455,0.341269841,0.03075,Over
12.78491651,434.35386550000004,425,0.115079365,0.030539999999999998,Under
36.15472289,444.49643710000004,415,0.337301587,0.02982,Under
36.83162298,428.9963681,395,0.154761905,0.031160000000000004,Under
3.189999999,446.3030347,455,0.154761905,0.02982,Over
37.61902203,451.71165779999995,415,0.063492063,0.02972,Under
27.34885645,425.4723308999999,405,0.27777777800000003,0.03126,Under
23.78364977,431.4105004,410,0.11904761900000001,0.03075,Under
20.75031266,438.8067653,420,0.099206349,0.03013,Under
0.315,449.55148080000004,480,0.202380952,0.02972,Over
13.77414875,448.0366937,440,0.134920635,0.03034,Under
48.15083935,448.21839349999993,405,0.30952381,0.02951,Under
0.375002845,447.7306202,490,0.257936508,0.03044,Over
32.64973459,450.5560188999999,420,0.111111111,0.03013,Under
31.84441578,435.75142900000003,410,0.317460317,0.03013,Under
0.755000544,445.9777397,485,0.35714285700000004,0.03023,Over
2.375000034,429.31429239999994,440,0.150793651,0.03085,Over
22.83200343,441.3040754,420,0.071428571,0.03013,Under
23.74834648,448.6627926,430,0.222222222,0.02972,Under
4.065000025,445.12872319999997,465,0.341269841,0.02982,Over
5.629999999,447.4149994,460,0.261904762,0.030539999999999998,Under
8.357515779,446.6764006,445,0.115079365,0.03044,Under
0.37500208799999996,434.5644658,455,0.13888888900000002,0.03003,Over
4.565000002,447.90191519999996,450,0.09126984099999999,0.02982,Over
33.57475622,439.55474749999996,410,0.194444444,0.03013,Under
13.95799809,437.7385393,435,0.313492063,0.03013,Under
0.19000635600000002,428.04221900000005,465,0.17063492100000002,0.03188,Over
7.440007207000001,447.32041430000004,460,0.36111111100000004,0.03013,Under
22.17552831,450.451879,430,0.083333333,0.02972,Under
3.815000003,435.72312810000005,445,0.194444444,0.02962,Over
11.22058811,432.88543710000005,430,0.226190476,0.030539999999999998,Over
1.314999998,439.178772,460,0.198412698,0.03023,Over
14.80375264,432.4007399,425,0.23412698399999998,0.030539999999999998,Under
0.315005882,446.4020774,470,0.14285714300000002,0.02982,Over
1.005000064,448.8022885,490,0.38888888899999996,0.03023,Over
11.7114951,445.03455539999993,445,0.253968254,0.03044,Under
0.22,445.84722130000006,490,0.23412698399999998,0.03003,Over
22.83965406,446.58846969999996,425,0.05952381,0.02972,Under
26.66642776,447.35069919999995,425,0.194444444,0.02962,Under
18.66577873,438.453825,430,0.301587302,0.02972,Under
19.56148584,450.85173710000004,440,0.281746032,0.030539999999999998,Under
45.77000231,448.0150228,405,0.17063492100000002,0.03003,Under
8.880000001,435.75142900000003,440,0.317460317,0.03013,Over
0.44000176799999996,446.7189744,470,0.166666667,0.02962,Over
19.08192036,431.4105004,415,0.11904761900000001,0.03075,Under
0.190000015,445.9374459,475,0.174603175,0.03034,Over
1.8750004219999998,443.0939992,455,0.13888888900000002,0.029930000000000002,Over
3.814999999,439.55474749999996,450,0.194444444,0.03013,Over
8.624999997,432.8664657,435,0.25,0.03003,Over
0.19000001800000002,447.16634510000006,475,0.17063492100000002,0.02962,Over
2.875000004,454.58569580000005,465,0.14285714300000002,0.03044,Over
1.315011001,445.04224000000005,460,0.146825397,0.03003,Over
36.80965972,445.94562479999996,415,0.305555556,0.02962,Under
39.56625444,447.32041430000004,415,0.36111111100000004,0.03013,Under
20.13288174,447.71483870000003,430,0.095238095,0.03003,Under
13.71290263,452.7339419,450,0.27777777800000003,0.03044,Under
32.49659567,441.3800698,410,0.071428571,0.02962,Under
30.84039904,433.49578610000003,405,0.111111111,0.029930000000000002,Under
34.61471938,440.9534382,410,0.19047619,0.03013,Under
15.62417317,448.6627926,440,0.222222222,0.02972,Under
13.47644086,434.75767740000003,425,0.095238095,0.03003,Under
0.625000332,450.85173710000004,490,0.281746032,0.030539999999999998,Over
16.78419455,442.07915779999996,435,0.297619048,0.03065,Under
18.45990738,445.84722130000006,435,0.23412698399999998,0.03003,Under
45.33464371,444.49643710000004,405,0.337301587,0.02982,Under
23.03336785,436.4152726,415,0.083333333,0.02962,Under
0.345006181,445.3200266,480,0.21825396800000002,0.029930000000000002,Over
24.48023634,430.93764050000004,415,0.345238095,0.030539999999999998,Under
0.190006709,431.9013335,460,0.12301587300000001,0.029930000000000002,Over
1.345,432.4600703,455,0.253968254,0.03044,Over
11.69144086,447.71483870000003,440,0.095238095,0.03003,Under
50.55448197,431.0203943,385,0.28571428600000004,0.03168,Under
4.125000001,439.45121789999996,450,0.19047619,0.02972,Over
0.3450085,427.60470039999996,465,0.261904762,0.03085,Over
12.12015357,451.40691,440,0.015873016,0.030539999999999998,Under
14.40654041,443.7288522,440,0.30952381,0.03034,Under
12.69503291,435.8014478,430,0.202380952,0.02972,Under
35.24333025,449.20281739999996,415,0.063492063,0.03003,Under
20.23985417,445.94562479999996,435,0.305555556,0.02962,Under
2.190000956,448.2201219,465,0.206349206,0.03003,Over
15.21038529,438.453825,435,0.301587302,0.02972,Under
0.125001151,443.7345937,490,0.301587302,0.02972,Over
46.98264902,451.5328956,410,0.28571428600000004,0.03065,Under
35.48195643,434.77285489999997,400,0.04365079400000001,0.03147,Under
9.552078991,442.490015,435,0.04365079400000001,0.02962,Under
28.723523800000002,433.7343048,410,0.202380952,0.03003,Under
10.875,447.3553842,450,0.317460317,0.03003,Under
0.565000175,430.9624272,465,0.23412698399999998,0.029930000000000002,Over
5.629999999,443.7288522,455,0.30952381,0.03034,Over
10.51738468,448.4573061000001,440,0.05952381,0.02962,Under
0.345004862,448.68810920000004,490,0.25,0.03013,Over
3.565000004,448.2201219,460,0.206349206,0.03003,Over
38.93041996,448.07682800000003,415,0.313492063,0.02972,Under
1.719999998,451.22125489999996,485,0.39285714299999996,0.03044,Over
0.50500734,446.0877318,490,0.373015873,0.030539999999999998,Over
12.8349519,445.94562479999996,445,0.305555556,0.02962,Under
4.3150000010000005,447.2855227,460,0.24603174600000002,0.03023,Over
32.70938166,448.8022885,425,0.38888888899999996,0.03023,Under
1.470000002,445.4717879,450,0.03968254,0.029930000000000002,Over
0.7800000009999999,450.5560188999999,470,0.111111111,0.03013,Over
22.98253719,446.73566910000005,425,0.063492063,0.029930000000000002,Under
0.280000075,447.41463110000007,460,0.04365079400000001,0.02982,Over
1.5049999980000002,442.52536610000004,465,0.261904762,0.029930000000000002,Over
3.874999999,453.9069217,465,0.150793651,0.03065,Under
12.52750145,433.6838125,425,0.12301587300000001,0.030539999999999998,Under
31.63770701,450.3793896000001,425,0.27380952399999997,0.03023,Under
8.592567767,433.29919739999997,425,0.007936508,0.03065,Under
0.625000049,428.9963681,450,0.154761905,0.031160000000000004,Over
27.99975127,447.2855227,425,0.24603174600000002,0.03023,Under
40.01740783,452.40363679999996,415,0.13888888900000002,0.03023,Under
11.125,448.8022885,455,0.38888888899999996,0.03023,Under
0.565001515,432.4600703,460,0.253968254,0.03044,Over
8.815000002,439.178772,440,0.198412698,0.03023,Under
6.625000002999999,448.0366937,450,0.134920635,0.03034,Under
12.20529123,426.0250065,425,0.281746032,0.03188,Under
9.130000003,450.3793896000001,455,0.27380952399999997,0.03023,Under
17.67716129,434.75767740000003,420,0.095238095,0.03003,Under
3.44000006,450.85173710000004,470,0.281746032,0.030539999999999998,Over
27.0918451,435.11447360000005,415,0.30952381,0.02962,Under
20.16406452,431.372871,420,0.333333333,0.03034,Under
5.255,434.35386550000004,435,0.115079365,0.030539999999999998,Over
3.87500002,445.4717879,445,0.03968254,0.029930000000000002,Over
23.10121645,429.5789579,415,0.341269841,0.03075,Under
33.88260894,446.6764006,415,0.115079365,0.03044,Under
0.78,434.89168839999996,450,0.099206349,0.03013,Over
34.69983955,439.2501022,410,0.28968254,0.03023,Under
2.8450002910000003,431.0203943,450,0.28571428600000004,0.03168,Over
1.405000002,443.7345937,470,0.301587302,0.02972,Over
2.004999998,447.32041430000004,480,0.36111111100000004,0.03013,Over
16.81777535,443.0939992,430,0.13888888900000002,0.029930000000000002,Under
2.910000057,445.3200266,460,0.21825396800000002,0.029930000000000002,Over
4.439999997,436.8978738,445,0.206349206,0.03013,Over
31.73549073,431.28461560000005,405,0.23015873,0.02972,Under
34.01122135,446.4020774,415,0.14285714300000002,0.02982,Under
6.500002891,446.1397613,455,0.305555556,0.03003,Over
48.92127072,429.8845552,385,0.257936508,0.03065,Under
17.55788986,452.64932580000004,440,0.146825397,0.030539999999999998,Under
22.21366351,437.340595,420,0.21031746,0.03013,Under
0.250009402,443.91143939999995,475,0.16269841300000001,0.03065,Over
11.57287758,445.40449110000003,440,0.174603175,0.029930000000000002,Over
14.1925711,447.35069919999995,440,0.194444444,0.02962,Under
17.8165452,445.06635589999996,435,0.265873016,0.02982,Under
18.08391905,432.69547869999997,425,0.34920634899999997,0.030539999999999998,Under
5.125003476,433.1969982,440,0.222222222,0.03034,Over
2.505000021,450.62195810000003,450,0.011904762,0.03044,Under
35.96391099,437.340595,405,0.21031746,0.03013,Under
3.189999999,454.01391730000006,455,0.03968254,0.030539999999999998,Over
21.62603989,436.8978738,420,0.206349206,0.03013,Under
38.52530737,452.7339419,420,0.27777777800000003,0.03044,Under
45.84262084,426.0250065,385,0.281746032,0.03188,Under
0.565000651,448.2201219,475,0.206349206,0.03003,Over
45.55762609,430.63871889999996,390,0.28968254,0.03178,Under
5.8750006379999995,433.7343048,440,0.202380952,0.03003,Over
12.755,447.32041430000004,450,0.36111111100000004,0.03013,Under
19.72504942,449.55148080000004,435,0.202380952,0.02972,Under
30.12343395,439.2501022,415,0.28968254,0.03023,Under
36.47767365,435.699325,405,0.321428571,0.03013,Under
20.04064085,447.90191519999996,430,0.09126984099999999,0.02982,Under
20.78627528,431.541983,420,0.337301587,0.030539999999999998,Under
17.30727546,444.03826389999995,435,0.28571428600000004,0.029930000000000002,Under
33.44755056,431.541983,405,0.337301587,0.030539999999999998,Under
7.250001033999999,430.93764050000004,440,0.345238095,0.030539999999999998,Over
32.92869658,441.8434249,410,0.067460317,0.03023,Under
0.19000019399999998,430.93764050000004,475,0.345238095,0.030539999999999998,Over
41.94582444,432.8664657,395,0.25,0.03003,Under
2.625000009,448.0366937,460,0.134920635,0.03034,Over
37.37813045,454.58569580000005,420,0.14285714300000002,0.03044,Under
42.72216801,447.7306202,410,0.257936508,0.03044,Under
18.08474979,436.9585304,430,0.333333333,0.03023,Under
0.940000012,432.88543710000005,455,0.226190476,0.030539999999999998,Over
14.39189228,428.9963681,420,0.154761905,0.031160000000000004,Under
0.8750000240000001,448.68810920000004,480,0.25,0.03013,Over
2.565002631,445.12872319999997,470,0.341269841,0.02982,Over
0.28500966899999997,439.76400010000003,470,0.17857142899999998,0.03013,Over
6.065000019,435.72312810000005,440,0.194444444,0.02962,Over
12.21470704,433.7343048,430,0.202380952,0.03003,Under
22.80034148,430.9624272,415,0.23412698399999998,0.029930000000000002,Under
41.60531469,449.5572368,410,0.11904761900000001,0.03044,Under
6.124999999,434.75767740000003,435,0.095238095,0.03003,Under
10.25,447.7306202,450,0.257936508,0.03044,Under
0.155000434,438.43450369999994,480,0.293650794,0.02962,Over
0.37500026399999997,433.49578610000003,455,0.111111111,0.029930000000000002,Over
19.50948518,432.4600703,420,0.253968254,0.03044,Under
1.5050000019999998,429.8672081,450,0.23015873,0.03075,Over
30.28607663,434.6381069,405,0.035714286,0.03168,Under
17.17237512,434.35386550000004,420,0.115079365,0.030539999999999998,Under
33.83352267,443.8164193,415,0.257936508,0.03003,Under
19.75479378,433.8867624,415,0.03968254,0.03178,Under
26.62722361,448.0150228,425,0.17063492100000002,0.03003,Under
19.8323267,440.41926680000006,425,0.17857142899999998,0.03023,Under
7.375,428.04221900000005,430,0.17063492100000002,0.03188,Under
8.000000108,447.3553842,455,0.317460317,0.03003,Over
2.3150002819999997,440.9534382,455,0.19047619,0.03013,Over
23.36731896,432.88543710000005,415,0.226190476,0.030539999999999998,Under
0.155000035,435.72312810000005,470,0.194444444,0.02962,Over
1.0350000190000002,444.2168275,485,0.365079365,0.03044,Over
1.6249999990000001,448.68810920000004,475,0.25,0.03013,Over
0.250000003,445.9374459,470,0.174603175,0.03034,Over
0.125000001,450.3992978,470,0.067460317,0.03003,Over
2.005006156,445.06635589999996,465,0.265873016,0.02982,Over
17.54225762,432.3504711,420,0.174603175,0.03168,Under
37.35171418,442.52536610000004,410,0.261904762,0.029930000000000002,Under
4.625000002,455.326664,455,0.04365079400000001,0.03065,Under
45.13428713,449.20281739999996,405,0.063492063,0.03003,Under
0.155000998,451.5328956,490,0.28571428600000004,0.03065,Over
20.10976897,429.2550328,410,0.031746032,0.03188,Under
0.315000008,435.699325,470,0.321428571,0.03013,Over
0.125000002,440.5976748,465,0.09126984099999999,0.03023,Over
1.845,438.43450369999994,460,0.293650794,0.02962,Over
26.913160100000002,450.451879,425,0.083333333,0.02972,Under
16.77686361,444.35872580000006,440,0.345238095,0.03003,Under
7.00500027,427.7623364,435,0.265873016,0.031160000000000004,Over
0.375011204,432.8664657,465,0.25,0.03003,Over
